list1 ;list2 ;list3 ;list4 ;list5;list6;list7;list8;list9;list10 ;list11;list12;list13 ;list14 ;list15;list16 ;list17;list18 ;list19;list20 
5;15;29;3;21;69;45;17;26;79;4;62;80;54;44;70;78;33;71;22
65;11;46;73;67;43;7;40;44;70;59;20;79;57;47;77;23;71;2;12
38;72;59;8;34;54;41;49;62;21;42;13;4;24;12;67;43;52;29;45
6;61;58;16;71;70;62;63;67;4;42;32;41;18;45;10;64;80;51;57
7;34;46;29;18;21;33;26;74;32;71;55;65;62;76;64;70;36;22;37
21;67;11;35;49;5;52;76;45;50;17;60;57;40;18;29;36;15;68;43
7;38;56;33;30;6;47;52;1;13;3;31;66;77;40;10;24;27;72;21
64;61;70;75;62;54;65;10;4;19;47;3;31;69;33;63;43;6;66;36
63;69;19;27;42;55;38;10;23;60;46;47;11;52;31;34;62;20;2;30
51;70;29;61;52;69;41;40;57;65;56;2;77;21;71;75;37;45;28;16
20;31;16;35;69;48;25;71;56;79;27;2;5;51;40;44;46;1;75;68
4;1;34;56;51;15;59;6;54;55;70;52;62;75;9;64;57;73;60;67
68;17;34;43;4;61;45;55;15;26;25;77;54;29;33;60;28;18;49;51
10;39;54;67;50;17;52;6;46;19;5;58;73;56;32;35;45;80;30;33
36;40;21;68;64;59;53;34;15;62;78;4;50;41;71;42;61;19;27;23
49;31;44;64;76;69;38;60;41;43;16;66;46;68;53;2;9;21;8;74
47;78;22;42;38;30;36;25;51;15;79;62;45;37;29;46;2;27;68;21
71;19;25;22;41;62;12;66;9;72;34;1;80;52;70;77;58;38;29;14
30;12;44;75;21;42;36;11;29;25;17;65;41;24;66;47;19;10;26;35
40;26;17;80;15;31;44;22;50;36;71;35;10;58;78;76;57;65;34;14
75;27;49;66;15;60;44;78;4;14;28;39;70;62;34;22;42;37;2;9
2;75;58;13;41;1;52;51;79;5;20;70;65;38;62;53;21;8;31;63
77;72;21;42;67;49;30;48;69;23;56;22;28;25;14;61;58;13;31;79
46;3;75;78;55;74;22;45;52;23;18;33;67;24;6;77;69;76;10;68
14;30;46;73;51;40;5;47;63;76;13;52;74;34;39;50;49;16;37;12
42;64;8;44;2;38;37;68;29;47;9;77;43;71;23;58;61;14;56;73
30;45;46;1;17;61;40;43;31;80;38;26;35;59;16;18;33;44;11;62
61;74;43;2;79;62;40;15;76;14;6;71;3;48;64;44;26;17;59;10
23;18;52;61;76;32;22;69;68;71;34;51;39;55;49;8;17;30;75;57
11;31;42;29;33;50;64;68;55;16;30;10;40;9;53;41;38;35;75;48
45;51;47;8;9;16;31;71;69;24;27;3;4;14;61;63;2;10;54;59
42;19;41;63;1;61;29;8;26;70;25;15;62;31;28;3;44;12;53;56
67;45;79;14;21;70;40;52;56;68;63;7;30;25;8;77;11;9;44;32
36;26;49;77;42;62;17;39;20;16;28;22;69;1;68;9;75;19;44;63
15;35;25;45;18;12;74;36;42;6;33;54;16;30;37;56;73;77;65;24
70;58;62;50;11;72;75;47;35;39;45;44;20;37;36;16;13;1;14;67
37;75;32;4;33;31;71;41;44;57;52;60;35;30;63;78;46;50;69;65
73;28;43;24;22;20;46;70;54;59;12;44;31;10;40;21;74;34;27;63
57;73;59;79;49;12;50;53;21;51;43;34;10;42;2;22;72;74;13;3
52;44;15;59;13;60;48;29;9;17;7;11;67;49;31;70;30;34;61;41
48;3;27;43;25;19;44;1;8;34;51;53;37;65;71;64;35;31;61;62
7;54;34;65;69;35;75;22;47;3;21;1;50;23;15;61;48;68;73;19
72;13;40;75;42;60;19;36;15;73;77;34;8;78;50;3;12;17;6;16
55;16;23;43;21;76;1;14;3;37;28;15;31;58;12;34;22;57;32;56
80;56;5;15;73;66;62;14;18;25;34;40;57;26;10;69;72;27;35;53
6;13;31;19;33;38;45;7;77;66;73;70;79;44;24;54;16;23;42;15
79;51;28;11;26;22;32;42;70;13;4;43;2;47;56;34;40;21;14;46
52;10;54;56;72;27;51;79;71;68;4;43;63;8;39;48;65;29;61;2
6;58;12;2;29;77;40;16;37;31;44;5;63;66;57;80;1;7;48;72
12;64;26;66;68;49;6;69;74;62;37;78;20;32;2;59;33;27;57;16
9;41;69;47;58;50;3;30;8;12;19;27;80;39;17;23;36;18;79;2
22;1;42;74;10;27;62;34;61;45;30;69;6;2;65;5;37;70;26;13
65;45;7;71;79;31;76;55;8;6;37;27;21;77;35;17;51;28;4;58
27;52;29;24;40;1;43;39;8;64;59;15;73;36;19;55;42;45;18;30
47;20;3;48;41;12;31;52;23;69;14;66;65;78;39;21;59;58;56;6
9;40;57;31;58;72;51;60;63;68;67;62;25;28;30;73;69;23;5;49
33;50;61;20;51;67;21;46;27;7;11;59;10;53;17;4;5;38;48;49
32;77;62;55;38;60;33;2;15;41;71;53;39;40;25;72;29;4;70;42
12;62;73;1;4;11;15;43;50;26;35;38;64;2;37;68;51;76;23;79
54;27;41;1;34;45;25;36;59;2;42;10;12;53;75;46;50;51;4;78
44;57;33;53;5;67;40;42;39;22;62;37;66;14;76;73;45;72;35;36
44;33;59;24;64;9;66;1;29;58;5;65;14;18;19;12;49;43;75;62
13;8;80;43;25;57;29;60;47;41;51;40;37;7;70;64;39;55;65;67
11;55;45;23;3;60;72;6;70;40;76;53;13;71;64;50;25;61;28;41
26;38;27;24;25;13;7;54;64;49;22;14;36;56;77;33;12;5;2;6
69;75;31;53;54;42;74;8;68;21;51;46;66;78;27;32;43;18;52;24
17;9;72;67;59;36;5;80;53;8;47;60;76;62;4;66;58;41;54;26
42;64;29;45;39;40;11;12;78;19;79;70;60;24;51;80;47;34;20;23
31;62;72;12;15;57;36;26;11;13;74;4;59;17;73;1;39;34;38;14
17;19;48;7;20;53;33;46;3;52;50;60;9;67;66;64;69;80;38;61
62;51;58;17;36;46;25;73;77;4;31;67;28;50;5;30;8;19;78;33
61;20;52;74;17;6;14;75;29;50;21;48;27;47;78;44;30;80;35;73
22;47;54;24;38;20;13;80;60;53;52;34;16;49;59;66;75;27;55;79
56;39;67;12;68;3;73;36;77;6;33;52;8;40;41;49;4;46;80;21
29;40;76;10;51;42;2;55;1;74;6;73;8;33;80;75;61;72;30;69
5;77;22;1;50;36;43;27;75;42;65;19;39;70;38;7;37;63;10;71
4;59;24;40;57;48;47;3;66;19;38;17;13;73;10;15;35;74;9;67
8;60;51;4;71;65;24;48;73;27;5;17;69;34;74;50;72;18;19;20
80;50;20;42;76;70;60;52;2;24;30;13;37;28;47;19;51;77;6;21
57;14;2;76;79;66;36;54;5;68;58;27;64;45;4;32;21;48;80;31
49;43;70;28;36;52;1;65;19;44;17;78;55;26;7;79;76;15;62;29
65;49;77;27;1;37;61;18;8;26;38;29;30;22;36;4;41;31;55;45
49;19;78;61;11;71;51;25;16;76;39;59;70;5;54;33;2;45;8;3
61;62;31;8;35;19;29;13;46;7;6;25;30;2;18;76;9;66;48;40
45;43;8;46;52;31;40;42;36;48;28;32;59;68;5;80;79;76;75;3
34;80;35;11;55;16;3;79;66;21;24;27;77;63;29;47;6;78;30;38
37;14;71;74;78;10;39;31;73;17;68;6;47;42;12;8;54;16;63;77
79;24;69;33;50;42;29;21;26;18;71;32;65;28;7;12;55;57;5;2
21;54;18;32;31;45;61;69;75;63;33;37;38;35;65;39;79;13;25;9
36;39;71;54;43;79;78;56;61;50;42;45;63;80;24;67;66;73;70;8
60;35;43;65;41;8;11;30;67;33;46;71;1;70;15;54;4;36;2;3
74;6;1;9;12;21;17;18;50;80;20;39;73;3;64;56;19;42;40;79
25;8;31;68;27;26;63;21;30;58;41;17;48;11;47;37;1;20;32;40
62;78;60;34;26;11;36;70;17;72;15;53;8;64;32;40;14;47;71;9
58;42;27;16;59;64;2;44;46;18;25;55;73;50;65;30;9;72;78;12
44;26;22;19;23;72;79;25;75;6;63;20;31;57;62;28;11;41;48;47
28;58;42;74;66;61;10;16;6;35;37;50;34;4;57;43;39;54;11;36
21;51;30;22;26;50;75;47;19;45;67;28;55;5;68;66;39;37;15;64
20;45;41;22;15;40;65;66;16;32;62;53;36;58;31;67;37;60;19;52
46;56;63;9;52;7;23;19;76;3;8;57;13;62;80;30;36;64;4;24
70;20;65;11;49;45;26;61;33;52;10;75;69;6;4;56;22;51;25;32
43;8;25;50;13;30;20;68;3;55;1;24;80;34;35;48;6;27;33;65
18;71;1;37;51;27;48;13;12;63;6;3;44;29;43;28;60;10;9;72
46;21;7;49;3;31;60;36;23;17;62;61;37;56;73;78;47;26;1;38
27;23;48;51;1;30;38;43;66;37;22;12;56;20;17;78;18;25;71;21
15;18;78;20;63;48;38;14;32;44;65;47;16;54;1;9;72;74;52;64
4;33;5;2;38;10;46;52;72;13;41;11;40;42;9;43;67;16;69;80
7;22;12;65;60;46;34;37;39;30;6;3;26;68;74;40;2;52;63;58
19;6;55;74;20;66;75;4;21;45;68;11;57;16;48;76;65;24;27;39
71;50;31;14;73;27;32;62;8;55;15;34;13;7;2;45;63;60;10;48
19;29;39;44;38;58;27;2;6;23;50;10;33;25;56;16;14;76;68;54
77;6;48;69;41;46;63;2;39;1;13;16;72;73;18;49;76;43;74;30
63;22;50;11;42;5;43;41;31;12;79;13;56;49;44;39;32;2;33;47
43;65;32;10;29;62;75;48;19;74;46;42;20;55;28;33;21;8;57;27
66;18;44;24;2;77;4;11;3;72;68;59;27;60;54;30;36;50;49;8
28;2;29;80;68;36;62;56;78;79;34;3;11;12;37;60;24;66;69;27
53;10;78;76;7;73;52;58;37;18;40;22;19;30;42;60;1;31;47;66
4;33;52;47;10;45;18;67;1;61;50;29;74;79;17;55;51;37;48;66
56;15;30;77;72;11;51;63;68;43;1;64;60;31;14;20;45;18;25;40
58;27;20;75;24;39;26;54;76;78;33;25;46;5;49;30;66;11;53;34
30;51;77;39;16;35;52;43;5;73;58;20;67;60;59;70;48;66;74;24
80;18;10;43;69;35;65;42;37;4;2;9;32;70;23;15;36;53;75;8
65;59;57;20;51;68;53;38;45;67;55;15;79;25;21;11;24;6;74;41
55;33;2;54;66;57;3;46;34;29;13;30;42;63;35;4;45;11;27;73
27;70;46;15;35;48;6;20;72;22;43;39;47;56;66;73;77;55;58;34
1;41;68;55;71;13;15;5;37;54;20;4;44;63;36;34;43;27;73;74
9;77;43;29;68;17;49;34;47;19;18;8;11;27;35;26;36;40;63;50
11;7;3;70;53;73;39;22;44;69;65;32;51;80;29;26;67;33;62;30
71;24;4;27;54;44;61;38;21;68;69;79;52;80;43;22;5;33;37;49
49;61;60;68;31;4;74;52;7;18;33;73;51;24;44;56;34;64;36;72
14;63;49;64;22;80;65;68;50;28;44;48;25;12;9;42;61;58;43;15
66;30;24;38;65;29;19;17;46;41;78;13;36;10;32;68;71;76;12;43
72;65;21;52;14;41;37;35;25;9;75;73;49;29;43;26;2;1;7;39
34;48;78;35;8;54;71;1;65;38;5;36;76;68;14;33;15;72;39;80
74;68;30;72;42;54;48;46;53;73;43;11;65;16;3;32;40;63;23;18
35;26;19;25;38;59;52;45;73;24;50;15;64;78;12;70;23;2;11;43
75;24;59;69;58;78;21;30;56;40;5;64;25;48;34;52;22;31;55;46
2;44;72;56;21;40;3;51;7;43;57;55;14;50;27;46;29;54;48;4
32;39;79;40;65;5;34;62;8;24;38;67;73;51;59;55;17;80;57;78
66;15;41;25;4;44;50;63;73;40;47;7;19;3;24;64;48;49;59;43
45;67;54;56;44;60;31;7;61;6;20;39;14;69;13;66;9;64;49;46
15;66;69;3;68;56;79;39;62;78;70;22;29;36;72;32;24;52;25;65
65;4;23;14;10;68;32;41;63;48;75;37;47;36;42;9;22;46;57;72
43;18;5;29;73;23;27;53;75;9;31;57;69;21;8;61;26;63;80;16
45;41;12;66;80;60;63;70;29;55;79;8;22;6;67;72;31;10;39;58
46;79;54;22;43;71;30;12;66;16;50;76;45;55;73;49;37;63;19;41
69;9;34;70;68;12;38;15;7;6;43;64;66;73;80;63;42;22;14;24
27;70;8;56;24;30;77;6;52;21;48;38;69;68;64;17;71;12;42;32
16;67;50;12;51;76;25;39;3;5;73;29;64;7;11;1;40;8;6;68
31;68;3;50;64;29;74;32;24;63;1;53;34;22;11;4;15;42;66;9
39;17;56;77;26;58;8;38;57;28;33;3;62;53;42;10;16;27;21;48
19;49;27;25;48;47;52;33;71;73;46;37;58;59;36;12;21;41;2;44
51;59;18;42;14;47;69;5;25;20;21;72;53;6;10;57;49;68;39;8
10;23;62;20;25;8;5;35;61;37;13;31;7;76;51;64;57;47;78;80
72;8;36;35;34;70;65;58;43;30;33;14;7;66;20;77;31;9;22;47
28;73;34;52;70;2;4;25;21;76;23;40;74;51;77;14;24;10;54;47
51;54;18;49;21;46;61;26;1;41;5;44;25;28;32;75;27;19;29;13
9;63;31;47;29;55;11;59;74;24;6;10;34;56;46;36;60;77;80;7
12;18;14;71;74;75;41;37;47;33;34;11;15;23;38;21;40;54;79;36
37;15;29;72;70;5;47;71;32;18;43;56;63;38;48;34;33;66;79;16
79;25;18;51;49;30;37;60;26;61;21;76;5;32;19;2;52;80;6;46
55;46;9;68;59;6;47;29;21;76;5;4;45;11;75;52;58;48;39;33
6;75;74;59;47;15;41;71;16;17;25;28;38;50;78;53;29;2;19;32
20;73;72;28;33;21;74;2;34;37;29;4;19;14;10;59;47;54;42;56
42;12;39;28;31;43;5;30;76;3;78;74;45;11;52;19;68;2;26;37
62;69;18;6;1;54;42;76;44;80;31;72;26;71;64;29;15;32;16;4
5;77;80;14;65;52;45;69;39;26;10;7;63;16;64;3;70;24;23;21
57;62;34;9;59;66;38;64;47;6;16;53;30;73;50;55;28;71;68;41
40;39;72;36;21;56;18;46;47;55;27;26;58;4;41;17;13;45;23;63
72;57;74;59;2;23;24;18;21;47;50;44;19;43;75;66;76;12;30;39
9;39;58;66;36;14;57;74;79;56;77;17;35;24;4;80;59;42;53;61
23;45;32;18;60;54;69;1;63;56;28;16;6;51;4;62;58;15;78;26
35;18;26;45;78;5;70;66;52;79;51;15;64;69;16;53;19;48;22;1
15;49;20;58;57;38;41;47;35;17;64;9;48;77;60;53;16;69;3;21
9;73;10;20;65;60;27;41;71;14;46;72;21;66;64;36;35;53;13;26
12;26;20;58;55;3;69;50;70;62;60;59;47;35;30;74;37;66;27;44
24;57;32;61;59;13;44;54;17;80;49;20;77;26;73;64;23;72;69;16
54;4;15;61;36;76;53;62;63;14;49;73;20;8;74;30;39;47;46;78
56;66;40;72;64;6;47;75;65;37;3;51;50;31;43;80;14;78;44;60
3;15;2;21;5;58;75;6;27;10;40;18;28;35;63;66;59;70;50;51
27;40;31;6;60;79;33;59;18;10;50;8;28;57;55;43;78;30;44;12
8;56;23;24;75;77;68;16;67;25;41;57;64;72;55;14;73;12;45;27
18;11;6;59;50;74;13;5;53;40;15;73;75;19;64;2;4;38;3;78
44;24;28;37;1;29;57;79;66;58;30;62;39;8;54;38;18;13;55;40
24;47;11;73;21;67;45;57;50;61;30;38;18;31;22;79;49;8;40;59
75;41;76;43;21;28;34;70;24;1;73;27;30;10;78;71;9;52;48;3
57;30;76;21;41;25;53;36;19;73;71;12;11;66;65;22;67;72;70;56
7;10;80;69;9;64;15;23;6;22;12;16;35;14;28;36;61;71;27;8
19;80;14;25;33;78;8;3;66;56;73;57;6;54;31;20;36;38;12;10
48;72;76;42;45;51;71;8;2;30;16;61;39;53;23;40;54;7;27;60
27;16;78;45;53;14;9;25;3;15;38;6;34;2;8;52;71;37;56;23
31;30;61;8;49;2;52;53;33;40;12;69;44;22;50;34;62;45;27;46
13;70;28;29;30;56;63;31;48;14;53;57;35;9;78;58;21;10;37;73
3;19;74;63;47;57;4;1;36;51;5;16;12;34;26;15;76;33;30;14
9;31;41;5;38;80;70;69;2;55;64;39;34;18;56;66;30;75;61;16
76;21;22;67;17;49;50;36;42;9;58;20;44;19;10;62;73;80;75;46
78;51;10;47;46;49;33;45;79;24;41;28;61;62;73;22;26;7;13;77
43;23;55;25;34;60;8;21;63;27;65;62;10;33;78;22;18;36;77;68
20;10;2;14;36;35;65;18;62;44;39;61;12;77;9;80;3;57;71;64
23;35;42;66;33;50;43;49;28;24;6;69;15;19;26;5;60;51;29;74
17;5;55;15;65;60;34;69;49;47;73;29;43;54;71;16;19;3;10;39
29;54;76;78;65;80;55;51;47;24;49;41;38;44;75;13;25;5;64;35
54;29;4;1;34;26;51;75;27;73;57;78;53;79;59;49;5;72;67;71
37;50;73;80;76;40;48;53;44;16;36;25;41;24;47;14;4;68;64;20
44;7;18;65;55;74;46;37;19;43;60;22;48;28;1;33;78;34;79;73
27;56;29;49;23;4;79;55;54;42;60;52;76;80;46;31;24;5;61;28
32;30;74;5;68;59;35;60;27;4;73;15;63;37;17;24;79;20;47;29
5;66;60;17;30;29;73;48;44;49;43;76;15;54;23;18;51;35;53;19
74;19;4;53;2;46;9;36;27;50;23;57;15;1;72;10;25;56;16;67
21;74;25;52;47;46;11;57;41;55;18;22;19;72;48;6;54;59;65;35
49;67;33;68;63;59;76;71;53;42;61;64;16;23;38;37;48;27;25;8
52;20;39;61;6;3;68;46;80;67;66;70;71;2;17;37;64;78;28;58
20;40;26;14;80;37;60;76;29;53;7;56;47;28;15;3;35;62;6;36
76;67;43;11;18;65;17;24;45;8;44;79;40;27;51;75;22;33;74;23
56;45;3;36;67;14;75;18;29;5;73;41;15;70;72;25;59;2;46;54
2;46;13;78;29;52;72;8;64;53;66;28;63;17;59;48;65;62;61;60
49;5;10;78;28;15;29;65;38;27;52;1;22;14;11;79;45;51;62;54
76;23;64;19;39;66;71;38;40;41;47;62;15;18;16;53;22;44;12;34
7;37;22;2;43;52;77;69;18;35;26;8;49;60;51;40;3;71;15;55
11;39;69;35;7;51;32;65;68;9;52;71;29;8;53;4;45;55;60;21
55;10;47;65;39;30;7;66;73;56;58;41;76;70;60;24;38;45;19;17
59;69;20;27;2;46;12;51;26;61;64;35;16;31;19;44;71;56;36;73
35;38;31;70;20;67;75;71;43;51;49;77;34;28;72;52;6;24;44;54
5;37;56;8;46;71;68;4;23;25;64;30;54;41;69;67;66;20;73;32
71;66;58;56;39;43;72;27;74;7;18;23;49;24;3;17;52;61;35;75
19;26;55;75;49;22;52;54;62;25;5;28;76;71;44;36;31;45;17;59
15;63;80;61;53;18;72;2;25;9;16;45;76;59;73;17;66;28;35;44
55;23;69;80;66;41;2;67;26;54;38;49;75;1;11;7;20;4;28;71
73;52;5;15;51;47;30;76;67;65;40;66;32;53;31;37;48;62;50;9
27;55;14;39;67;60;58;63;72;4;23;37;69;1;74;8;76;49;29;16
31;28;12;37;24;36;47;73;68;40;64;51;34;39;27;75;53;19;71;66
1;44;70;56;47;19;74;71;37;28;5;24;35;27;57;43;15;11;29;36
24;57;7;49;11;51;5;44;18;71;36;77;30;2;3;76;61;25;8;64
46;38;6;43;34;54;24;4;76;35;45;20;26;39;70;21;67;7;29;40
75;72;1;70;52;57;63;48;47;31;46;18;28;13;20;8;4;38;22;61
41;51;17;32;9;68;36;74;35;34;24;31;48;10;64;43;50;66;56;39
22;70;18;26;24;4;40;77;17;46;31;43;50;71;7;57;37;61;23;19
13;50;68;52;70;80;39;40;54;37;55;57;63;35;60;31;49;48;22;32
45;53;63;61;73;1;68;9;56;67;40;27;28;15;17;69;52;70;7;23
48;34;9;72;60;51;61;68;24;74;40;70;39;52;35;58;23;76;1;2
26;54;6;20;1;23;4;30;8;14;29;79;66;43;21;58;7;37;39;42
14;23;46;74;9;29;67;63;49;20;33;26;37;15;66;36;76;41;51;30
71;14;23;74;29;68;32;8;55;10;76;70;42;56;1;37;54;5;43;30
39;29;50;54;32;59;48;61;35;71;78;69;79;60;76;25;55;5;8;4
60;79;36;44;18;58;42;38;2;4;12;39;31;64;28;59;6;11;48;77
63;40;70;79;15;19;18;51;54;58;64;11;13;62;45;22;48;71;73;21
9;30;31;60;42;37;12;19;27;15;28;57;8;33;24;80;16;47;59;64
12;34;48;58;43;51;69;13;25;14;26;44;61;32;70;6;53;59;64;15
33;2;63;38;25;7;23;67;24;60;58;52;77;32;35;71;30;69;41;48
50;70;36;10;1;63;5;16;66;73;65;7;72;31;64;40;21;69;29;61
32;6;1;43;75;56;42;4;71;67;80;36;40;14;50;24;78;63;51;47
40;73;12;37;46;9;28;68;23;75;52;16;61;59;63;15;53;18;67;69
8;47;63;56;39;25;13;75;29;3;23;26;60;58;73;74;2;27;31;43
53;55;32;79;33;5;72;63;4;78;27;60;38;10;41;3;11;42;58;54
53;27;78;62;45;29;67;56;17;79;24;54;21;80;47;20;28;13;51;6
14;15;53;54;8;76;52;19;20;80;1;31;11;23;40;9;21;58;28;64
40;61;36;22;23;76;51;70;48;71;14;62;74;45;43;12;35;53;49;2
18;24;43;14;70;36;19;10;73;7;79;23;1;6;35;62;5;41;38;9
64;76;49;77;15;21;23;6;74;73;46;44;12;32;56;61;5;78;58;40
28;50;43;68;15;46;71;22;47;67;41;30;64;27;4;19;76;69;55;61
15;77;78;79;67;59;71;40;56;55;62;48;14;34;42;68;37;46;31;27
17;20;28;77;39;22;33;47;54;71;70;52;12;14;63;78;57;59;34;48
62;79;36;55;35;40;15;28;64;2;34;67;16;27;8;43;11;70;1;53
10;58;59;32;54;42;64;19;68;11;6;13;37;66;77;55;36;24;28;48
4;70;17;57;23;6;54;7;63;68;61;9;36;62;69;59;78;38;55;19
9;11;10;12;78;59;74;46;41;38;23;2;66;45;6;26;61;68;42;16
53;49;77;57;15;10;24;59;74;40;75;51;6;71;63;72;3;52;48;39
57;68;35;32;36;61;56;23;49;43;11;74;28;10;66;67;12;9;44;65
39;68;41;5;1;47;17;67;59;45;56;76;63;13;34;3;60;40;38;29
20;78;6;33;64;29;1;75;19;16;50;52;74;40;5;72;14;68;80;56
41;75;39;77;40;66;18;45;58;36;13;47;74;59;15;65;3;71;73;72
41;43;67;78;20;14;34;31;75;21;6;59;44;50;74;19;56;33;40;61
8;30;16;58;48;72;63;65;52;56;45;37;4;66;51;19;26;32;49;54
6;32;9;63;8;22;18;4;76;31;65;51;55;78;52;12;75;54;27;24
38;69;47;27;26;73;41;58;75;22;68;30;51;60;24;67;25;1;15;10
46;72;43;71;55;45;23;80;70;40;34;44;59;22;42;4;73;77;1;52
46;43;13;8;64;45;51;26;39;29;21;53;20;61;33;66;17;1;54;18
14;75;60;77;43;51;50;12;32;22;20;79;54;34;3;72;67;78;28;23
71;63;54;56;13;64;27;59;72;37;55;43;57;22;41;39;75;38;9;53
7;50;42;55;9;16;52;48;21;32;75;74;12;20;54;28;15;51;31;57
15;72;76;12;62;21;9;43;30;55;5;51;33;74;59;31;71;46;19;24
22;49;28;20;69;32;25;30;77;24;6;73;51;68;54;1;43;17;36;78
10;45;74;71;11;17;80;75;9;58;68;59;37;56;51;70;29;48;61;27
76;44;56;78;14;46;29;64;70;61;11;16;65;73;34;59;77;57;23;8
40;60;51;52;71;15;78;29;24;5;66;42;73;25;63;44;56;75;62;22
77;23;22;10;31;19;40;29;6;26;2;8;47;74;44;67;50;1;80;25
22;8;23;71;52;46;17;33;14;68;1;9;26;54;70;28;57;55;4;77
31;49;10;12;68;27;56;35;66;8;16;43;38;6;22;4;15;1;17;64
8;27;50;43;64;10;3;18;1;69;61;49;11;15;72;23;28;19;40;65
80;57;30;66;72;34;62;47;8;4;9;38;54;39;53;27;14;49;29;21
47;46;4;49;12;65;22;1;68;15;37;58;31;73;42;32;23;45;29;34
50;7;42;74;44;22;10;17;69;40;55;4;63;45;72;43;27;79;29;15
1;48;23;53;19;5;46;79;31;63;16;34;66;18;62;56;59;21;8;2
44;22;15;61;73;4;9;60;32;55;26;48;76;30;2;46;8;64;6;53
1;36;44;71;30;57;77;41;68;19;43;51;34;42;53;15;39;17;10;14
79;55;16;6;5;27;45;52;43;40;18;29;30;37;13;26;36;71;47;66
64;11;13;30;70;74;3;18;16;21;61;15;79;4;29;39;2;32;5;63
50;10;20;46;57;30;27;9;74;15;62;73;17;36;29;72;26;1;43;7
80;40;68;33;46;34;10;51;72;36;63;37;4;26;19;38;8;5;9;78
38;50;58;69;19;53;54;25;57;67;35;56;24;26;12;6;55;1;30;73
37;2;26;19;56;76;72;66;73;28;39;5;48;74;51;78;43;16;38;33
78;41;23;61;46;15;54;19;72;38;43;74;63;28;76;59;17;52;67;77
29;45;55;40;21;61;69;79;46;39;23;77;59;36;71;10;43;78;38;63
14;79;20;6;18;9;61;55;41;29;36;56;27;24;57;72;32;69;30;4
72;6;53;26;71;77;48;74;19;38;50;52;51;21;9;43;35;8;79;80
41;10;65;3;54;36;4;76;42;49;18;78;24;15;47;7;13;33;45;8
80;53;36;35;79;52;3;21;15;62;47;70;63;59;66;51;34;67;14;49
28;42;69;43;39;44;61;67;26;9;38;54;34;10;22;7;76;20;12;11
27;46;78;37;8;10;61;47;33;67;70;4;5;31;66;36;1;23;16;48
61;68;28;24;2;46;6;75;50;41;51;1;56;15;65;10;39;29;36;7
16;44;12;75;30;23;56;68;20;50;18;39;31;34;53;1;22;46;58;59
51;67;37;53;9;11;2;45;66;35;80;15;5;22;65;43;42;44;57;56
26;75;78;6;69;64;77;27;17;50;62;55;41;53;63;9;45;40;25;72
66;80;46;72;33;54;40;75;14;36;45;69;64;73;56;34;9;1;60;52
24;65;79;7;21;64;70;14;17;61;76;72;71;3;33;25;28;52;77;42
61;64;16;57;28;47;25;44;60;19;48;52;14;46;39;29;68;9;56;51
54;30;31;21;47;13;27;49;73;9;72;75;20;70;12;17;64;34;35;62
69;27;48;45;60;5;68;15;52;59;67;41;12;50;53;22;51;79;63;37
16;54;50;78;4;36;45;27;24;12;44;3;63;11;29;79;39;33;5;31
47;57;24;55;39;3;35;56;45;49;75;79;12;38;11;58;29;40;10;65
31;34;63;21;23;13;7;50;41;78;49;52;16;6;71;9;1;15;12;48
32;11;36;27;31;49;8;61;35;4;37;14;13;12;67;47;73;2;15;52
36;48;37;16;20;11;15;44;32;45;27;76;9;80;28;38;31;8;41;73
26;29;11;78;57;7;56;32;47;62;17;53;59;76;15;69;50;63;80;20
9;14;15;44;77;5;10;53;54;40;46;58;19;33;29;49;48;38;43;67
53;76;12;52;5;9;31;38;40;61;1;69;51;35;49;8;55;22;11;48
53;76;1;74;56;36;37;51;59;38;8;24;61;44;73;11;14;12;75;48
5;37;63;29;9;55;36;22;77;46;79;54;68;78;41;17;75;56;61;70
5;6;22;70;16;25;31;21;2;8;46;50;14;75;7;64;77;40;80;26
73;17;27;44;77;35;8;21;12;43;9;39;36;76;62;65;30;58;56;23
7;37;45;59;31;35;49;22;25;73;32;48;42;27;43;65;28;54;36;46
72;11;77;70;41;51;57;8;4;2;53;49;38;10;47;58;59;28;37;66
3;41;72;5;58;28;34;79;52;25;33;69;39;78;14;12;54;65;74;23
54;53;56;31;16;9;80;47;50;60;71;45;61;76;14;7;74;64;62;79
76;24;6;58;77;30;15;38;16;57;46;72;27;66;56;12;41;55;60;11
30;39;53;36;1;34;60;8;71;67;55;4;50;75;72;2;35;19;42;51
16;50;2;24;33;46;69;28;3;49;68;8;22;30;21;10;9;31;58;37
36;49;76;9;56;33;6;22;55;65;43;61;35;46;4;27;74;26;51;47
39;13;56;36;75;38;11;54;49;77;66;80;21;8;10;20;58;79;57;45
63;65;76;19;56;20;27;17;59;45;33;1;42;30;80;48;9;23;79;69
64;74;31;69;22;65;42;43;75;78;8;80;18;72;3;59;55;33;39;7
78;12;16;31;7;36;58;35;3;30;5;80;72;10;73;60;18;9;46;70
6;45;48;73;60;61;26;75;57;63;58;27;62;28;47;15;3;67;40;23
21;10;75;56;67;68;40;4;14;44;42;53;30;72;51;23;59;70;50;47
20;69;63;48;28;79;66;33;35;34;47;43;9;61;21;62;64;25;55;18
13;70;59;60;51;26;17;44;78;11;10;46;79;69;32;24;65;58;28;34
14;71;57;67;32;16;9;47;3;54;75;20;58;34;53;61;60;13;41;56
38;69;61;35;20;68;2;78;34;51;28;50;79;46;57;55;64;13;18;23
